setting,date,source,indicator_abbr,indicator_name,dimension,subgroup,estimate,se,ci_lb,ci_ub,population,flag,setting_average,iso3,favourable_indicator,indicator_scale,ordered_dimension,subgroup_order,reference_subgroup,whoreg6,wbincome2024,update,dataset_id
Lao People's Democratic Republic,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.78985,NA,6.65003,16.20141,NA,NA,15.86668,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.77432,NA,13.84187,28.93832,NA,NA,15.8009,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.61356,NA,6.49859,15.96535,NA,NA,15.8009,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.83583,NA,13.76793,29.22223,NA,NA,15.73933,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.43455,NA,6.31126,15.82369,NA,NA,15.73933,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.91016,NA,13.5543,29.71,NA,NA,15.68474,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.2579,NA,6.00423,15.77113,NA,NA,15.68474,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.99734,NA,13.32949,30.33808,NA,NA,15.63852,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.08757,NA,5.70872,15.87028,NA,NA,15.63852,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.09647,NA,12.93944,31.18643,NA,NA,15.60332,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.92873,NA,5.40765,16.03878,NA,NA,15.60332,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.20599,NA,12.46373,32.06483,NA,NA,15.5802,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.78472,NA,5.0903,16.22965,NA,NA,15.5802,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.3252,NA,12.06802,33.20105,NA,NA,15.57558,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.6559,NA,4.76306,16.4993,NA,NA,15.57558,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.45291,NA,11.62784,34.20532,NA,NA,15.58867,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.54096,NA,4.42461,16.75734,NA,NA,15.58867,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.58779,NA,11.09151,35.39201,NA,NA,15.60992,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.43663,NA,4.0973,17.06607,NA,NA,15.60992,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.72883,NA,10.56732,36.54276,NA,NA,15.63784,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.34305,NA,3.77471,17.43799,NA,NA,15.63784,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.87535,NA,10.06008,37.69032,NA,NA,15.67349,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.26039,NA,3.50187,17.75388,NA,NA,15.67349,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,22.02872,NA,9.61701,38.9553,NA,NA,15.71995,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.18905,NA,3.19367,18.16366,NA,NA,15.71995,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,22.18799,NA,9.11323,40.39234,NA,NA,15.77548,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.12774,NA,2.93852,18.66702,NA,NA,15.77548,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,22.35275,NA,8.69518,41.75618,NA,NA,15.83667,LAO,0,100,0,0,0,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Lao People's Democratic Republic,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,9.07632,NA,2.66194,19.23024,NA,NA,15.83667,LAO,0,100,0,0,1,Western Pacific,Lower middle income,20 September 2024,rep_gho_ncd
Latvia,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,24.19857,NA,12.1953,39.4375,NA,NA,21.00888,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.16292,NA,8.45332,28.88814,NA,NA,21.00888,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,23.63437,NA,12.36018,38.06817,NA,NA,20.66778,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.09903,NA,8.79762,28.12941,NA,NA,20.66778,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,23.08036,NA,12.57911,36.48527,NA,NA,20.33491,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.0401,NA,9.04441,27.30482,NA,NA,20.33491,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,22.5352,NA,12.63039,34.90228,NA,NA,20.00813,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.98447,NA,9.33657,26.50929,NA,NA,20.00813,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.99617,NA,12.75101,33.56022,NA,NA,19.68491,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.92923,NA,9.60135,25.90829,NA,NA,19.68491,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,21.46294,NA,12.86473,32.29946,NA,NA,19.36524,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.87238,NA,9.96336,25.20688,NA,NA,19.36524,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.93568,NA,12.99582,31.03594,NA,NA,19.04784,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.81213,NA,10.26861,24.65422,NA,NA,19.04784,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,20.41466,NA,12.95841,29.87247,NA,NA,18.73095,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.74565,NA,10.50902,24.09035,NA,NA,18.73095,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.89965,NA,12.95331,28.57279,NA,NA,18.41337,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.67048,NA,10.75633,23.56346,NA,NA,18.41337,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.391,NA,12.89681,27.41323,NA,NA,18.09482,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.5852,NA,11.00169,23.10235,NA,NA,18.09482,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,18.89013,NA,12.75533,26.33706,NA,NA,17.77726,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.49121,NA,11.09312,22.69099,NA,NA,17.77726,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,18.39684,NA,12.53862,25.285520000000002,NA,NA,17.46135,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.38985,NA,11.19395,22.29095,NA,NA,17.46135,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.91251,NA,12.40198,24.46688,NA,NA,17.14965,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.28518,NA,11.18999,22.09724,NA,NA,17.14965,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.43765,NA,12.18658,23.8329,NA,NA,16.84304,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.1787,NA,11.19861,21.96421,NA,NA,16.84304,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.97278,NA,11.82697,23.35883,NA,NA,16.54312,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,16.0733,NA,11.10669,21.87544,NA,NA,16.54312,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.51948,NA,11.35109,23.00136,NA,NA,16.25226,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.97256,NA,10.8937,21.80198,NA,NA,16.25226,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.07752,NA,10.84966,22.5881,NA,NA,15.97105,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.87817,NA,10.67978,21.86998,NA,NA,15.97105,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.64687,NA,10.3421,22.30406,NA,NA,15.69853,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.78776,NA,10.42299,22.01243,NA,NA,15.69853,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.22709,NA,9.74313,22.13768,NA,NA,15.43459,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.70081,NA,10.19107,22.08807,NA,NA,15.43459,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.81919,NA,9.13735,22.19366,NA,NA,15.18082,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.61906,NA,9.8358,22.30197,NA,NA,15.18082,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.42458,NA,8.57595,22.15821,NA,NA,14.93866,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.54474,NA,9.46507,22.50093,NA,NA,14.93866,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.04421,NA,7.99267,22.13678,NA,NA,14.70812,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.47754,NA,9.10773,22.87744,NA,NA,14.70812,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Latvia,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.67843,NA,7.38406,22.07688,NA,NA,14.48898,LVA,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Latvia,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.41713,NA,8.69775,23.23283,NA,NA,14.48898,LVA,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Lebanon,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,31.47903,NA,14.45899,52.46676,NA,NA,34.89751,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,38.66596,NA,21.82898,57.34128,NA,NA,34.89751,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.62897,NA,16.06044,52.39796,NA,NA,35.97835,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,39.65074,NA,23.76563,57.28413,NA,NA,35.97835,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.80469,NA,17.89581,52.50054,NA,NA,37.07445,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,40.63977,NA,25.54399,57.29827,NA,NA,37.07445,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.0013,NA,19.80351,52.65556,NA,NA,38.17998,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,41.62599,NA,27.32152,57.06183,NA,NA,38.17998,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.21565,NA,21.6052,52.91883,NA,NA,39.29197,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,42.60694,NA,29.20775,57.1646,NA,NA,39.29197,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.44445,NA,23.53268,52.93924,NA,NA,40.40539,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,43.57624,NA,30.89319,57.22701,NA,NA,40.40539,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,38.68726,NA,25.39388,53.14549,NA,NA,41.51872,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,44.53235,NA,32.536,57.4477,NA,NA,41.51872,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,39.9457,NA,27.20943,53.64866,NA,NA,42.63334,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,45.47532,NA,34.15363,57.66931,NA,NA,42.63334,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,41.22111,NA,29.22376,53.88731,NA,NA,43.75068,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,46.4055,NA,35.51254,57.94944,NA,NA,43.75068,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,42.5103,NA,31.08434,54.41677,NA,NA,44.86715,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,47.32053,NA,36.77976,58.27906,NA,NA,44.86715,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,43.81218,NA,32.84868,55.15482,NA,NA,45.97992,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,48.21626,NA,38.01848,58.64246,NA,NA,45.97992,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,45.12459,NA,34.23499,56.09063,NA,NA,47.08653,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,49.09054,NA,39.04261,59.36626,NA,NA,47.08653,LBN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Lebanon,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,46.44582,NA,35.57006,57.42983,NA,NA,48.18781,LBN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
